"REF_DATE","GEO","DGUID","Statistics","Characteristics","Income, consumption and savings","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-07","Canada","2016A000011124","Value per household","45 to 54 years","Clothing and footwear","Dollars","81","units","0","v1278067081","1.3.19.11","1455","","","","0"
"2021-10","Canada","2016A000011124","Value per household","45 to 54 years","Clothing and footwear","Dollars","81","units","0","v1278067081","1.3.19.11","1815","","","","0"
"2022-01","Canada","2016A000011124","Value per household","45 to 54 years","Clothing and footwear","Dollars","81","units","0","v1278067081","1.3.19.11","1116","","","","0"
"2022-04","Canada","2016A000011124","Value per household","45 to 54 years","Clothing and footwear","Dollars","81","units","0","v1278067081","1.3.19.11","1540","","","","0"
"2022-07","Canada","2016A000011124","Value per household","45 to 54 years","Clothing and footwear","Dollars","81","units","0","v1278067081","1.3.19.11","1549","","","","0"
"2022-10","Canada","2016A000011124","Value per household","45 to 54 years","Clothing and footwear","Dollars","81","units","0","v1278067081","1.3.19.11","2025","","","","0"
"2023-01","Canada","2016A000011124","Value per household","45 to 54 years","Clothing and footwear","Dollars","81","units","0","v1278067081","1.3.19.11","1257","","","","0"
"2023-04","Canada","2016A000011124","Value per household","45 to 54 years","Clothing and footwear","Dollars","81","units","0","v1278067081","1.3.19.11","1594","","","","0"
"2023-07","Canada","2016A000011124","Value per household","45 to 54 years","Clothing and footwear","Dollars","81","units","0","v1278067081","1.3.19.11","1551","","","","0"
"2023-10","Canada","2016A000011124","Value per household","45 to 54 years","Clothing and footwear","Dollars","81","units","0","v1278067081","1.3.19.11","1987","","","","0"
"2024-01","Canada","2016A000011124","Value per household","45 to 54 years","Clothing and footwear","Dollars","81","units","0","v1278067081","1.3.19.11","1219","","","","0"
"2024-04","Canada","2016A000011124","Value per household","45 to 54 years","Clothing and footwear","Dollars","81","units","0","v1278067081","1.3.19.11","1562","","","","0"
"2020-01","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","5996","","","","0"
"2020-04","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","5866","","","","0"
"2020-07","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","5949","","","","0"
"2020-10","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","5980","","","","0"
"2021-01","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","5995","","","","0"
"2021-04","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","6230","","","","0"
"2021-07","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","6295","","","","0"
"2021-10","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","6196","","","","0"
"2022-01","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","6555","","","","0"
"2022-04","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","6603","","","","0"
"2022-07","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","6569","","","","0"
"2022-10","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","6649","","","","0"
"2023-01","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","6972","","","","0"
"2023-04","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","6975","","","","0"
"2023-07","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","7007","","","","0"
"2023-10","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","7164","","","","0"
"2024-01","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","7577","","","","0"
"2024-04","Canada","2016A000011124","Value per household","45 to 54 years","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278067082","1.3.19.12","7665","","","","0"
"2020-01","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","1341","","","","0"
"2020-04","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","1562","","","","0"
"2020-07","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","1761","","","","0"
"2020-10","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","1932","","","","0"
"2021-01","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","1520","","","","0"
"2021-04","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","1890","","","","0"
"2021-07","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","1957","","","","0"
"2021-10","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","2071","","","","0"
"2022-01","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","1604","","","","0"
"2022-04","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","2024","","","","0"
"2022-07","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","1925","","","","0"
"2022-10","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","2042","","","","0"
"2023-01","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","1572","","","","0"
"2023-04","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","1934","","","","0"
"2023-07","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","1869","","","","0"
"2023-10","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","2006","","","","0"
"2024-01","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","1553","","","","0"
"2024-04","Canada","2016A000011124","Value per household","45 to 54 years","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278067083","1.3.19.13","1887","","","","0"
"2020-01","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","932","","","","0"
"2020-04","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","730","","","","0"
"2020-07","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","899","","","","0"
"2020-10","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","938","","","","0"
"2021-01","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","955","","","","0"
"2021-04","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","989","","","","0"
"2021-07","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","1014","","","","0"
"2021-10","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","1002","","","","0"
"2022-01","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","1015","","","","0"
"2022-04","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","1078","","","","0"
"2022-07","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","1071","","","","0"
"2022-10","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","1090","","","","0"
"2023-01","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","1094","","","","0"
"2023-04","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","1135","","","","0"
"2023-07","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","1122","","","","0"
"2023-10","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","1140","","","","0"
"2024-01","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","1150","","","","0"
"2024-04","Canada","2016A000011124","Value per household","45 to 54 years","Health","Dollars","81","units","0","v1278067084","1.3.19.14","1194","","","","0"
"2020-01","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","3805","","","","0"
"2020-04","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","3009","","","","0"
"2020-07","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","4344","","","","0"
"2020-10","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","3872","","","","0"
"2021-01","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","3597","","","","0"
"2021-04","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","4723","","","","0"
"2021-07","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","5111","","","","0"
"2021-10","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","4669","","","","0"
"2022-01","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","4643","","","","0"
"2022-04","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","5648","","","","0"
"2022-07","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","5683","","","","0"
"2022-10","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","5306","","","","0"
"2023-01","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","5104","","","","0"
"2023-04","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","6006","","","","0"
"2023-07","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","6103","","","","0"
"2023-10","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","5524","","","","0"
"2024-01","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","5385","","","","0"
"2024-04","Canada","2016A000011124","Value per household","45 to 54 years","Transport","Dollars","81","units","0","v1278067085","1.3.19.15","6295","","","","0"
"2020-01","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","679","","","","0"
"2020-04","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","660","","","","0"
"2020-07","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","694","","","","0"
"2020-10","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","710","","","","0"
"2021-01","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","690","","","","0"
"2021-04","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","695","","","","0"
"2021-07","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","733","","","","0"
"2021-10","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","754","","","","0"
"2022-01","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","724","","","","0"
"2022-04","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","728","","","","0"
"2022-07","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","747","","","","0"
"2022-10","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","782","","","","0"
"2023-01","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","767","","","","0"
"2023-04","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","759","","","","0"
"2023-07","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","772","","","","0"
"2023-10","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","802","","","","0"
"2024-01","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","783","","","","0"
"2024-04","Canada","2016A000011124","Value per household","45 to 54 years","Communications","Dollars","81","units","0","v1278067086","1.3.19.16","778","","","","0"
"2020-01","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","1972","","","","0"
"2020-04","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","2033","","","","0"
"2020-07","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","2398","","","","0"
"2020-10","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","2301","","","","0"
"2021-01","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","1935","","","","0"
"2021-04","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","2556","","","","0"
"2021-07","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","2654","","","","0"
"2021-10","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","2576","","","","0"
"2022-01","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","2164","","","","0"
"2022-04","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","2895","","","","0"
"2022-07","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","2875","","","","0"
"2022-10","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","2758","","","","0"
"2023-01","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","2372","","","","0"
"2023-04","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","2938","","","","0"
"2023-07","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","2870","","","","0"
"2023-10","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","2756","","","","0"
"2024-01","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","2398","","","","0"
"2024-04","Canada","2016A000011124","Value per household","45 to 54 years","Recreation and culture","Dollars","81","units","0","v1278067087","1.3.19.17","2986","","","","0"
"2020-01","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","602","","","","0"
"2020-04","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","529","","","","0"
"2020-07","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","489","","","","0"
"2020-10","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","544","","","","0"
"2021-01","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","578","","","","0"
"2021-04","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","565","","","","0"
"2021-07","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","532","","","","0"
"2021-10","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","595","","","","0"
"2022-01","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","630","","","","0"
"2022-04","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","606","","","","0"
"2022-07","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","551","","","","0"
"2022-10","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","634","","","","0"
"2023-01","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","665","","","","0"
"2023-04","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","639","","","","0"
"2023-07","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","583","","","","0"
"2023-10","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","684","","","","0"
"2024-01","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","723","","","","0"
"2024-04","Canada","2016A000011124","Value per household","45 to 54 years","Education","Dollars","81","units","0","v1278067088","1.3.19.18","693","","","","0"
"2020-01","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","1843","","","","0"
"2020-04","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","1165","","","","0"
"2020-07","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","1780","","","","0"
"2020-10","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","1484","","","","0"
"2021-01","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","1407","","","","0"
"2021-04","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","1644","","","","0"
"2021-07","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","2284","","","","0"
"2021-10","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","2029","","","","0"
"2022-01","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","1879","","","","0"
"2022-04","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","2494","","","","0"
"2022-07","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","2708","","","","0"
"2022-10","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","2418","","","","0"
"2023-01","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","2388","","","","0"
"2023-04","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","2693","","","","0"
"2023-07","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","2805","","","","0"
"2023-10","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","2565","","","","0"
"2024-01","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","2451","","","","0"
"2024-04","Canada","2016A000011124","Value per household","45 to 54 years","Food, beverage and accommodation services","Dollars","81","units","0","v1278067089","1.3.19.19","2797","","","","0"
"2020-01","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2119","","","","0"
"2020-04","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2105","","","","0"
"2020-07","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2160","","","","0"
"2020-10","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2222","","","","0"
"2021-01","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2364","","","","0"
"2021-04","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2437","","","","0"
"2021-07","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2492","","","","0"
"2021-10","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2460","","","","0"
"2022-01","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2505","","","","0"
"2022-04","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2489","","","","0"
"2022-07","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2465","","","","0"
"2022-10","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2425","","","","0"
"2023-01","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2462","","","","0"
"2023-04","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2411","","","","0"
"2023-07","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2364","","","","0"
"2023-10","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2376","","","","0"
"2024-01","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2458","","","","0"
"2024-04","Canada","2016A000011124","Value per household","45 to 54 years","Insurance and financial services","Dollars","81","units","0","v1278067090","1.3.19.20","2472","","","","0"
"2020-01","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","1012","","","","0"
"2020-04","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","798","","","","0"
"2020-07","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","1022","","","","0"
"2020-10","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","1201","","","","0"
"2021-01","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","970","","","","0"
"2021-04","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","1024","","","","0"
"2021-07","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","1147","","","","0"
"2021-10","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","1277","","","","0"
"2022-01","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","1116","","","","0"
"2022-04","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","1204","","","","0"
"2022-07","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","1198","","","","0"
"2022-10","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","1372","","","","0"
"2023-01","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","1184","","","","0"
"2023-04","Canada","2016A000011124","Value per household","45 to 54 years","Miscellaneous goods and services","Dollars","81","units","0","v1278067091","1.3.19.21","1261","","","","0"
