"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","132.79","","","","2"
"2001","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","123.35","","","","2"
"2002","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","120.58","","","","2"
"2003","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","121.10","","","","2"
"2004","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","118.37","","","","2"
"2005","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","117.91","","","","2"
"2006","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","117.93","","","","2"
"2007","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","109.16","","","","2"
"2008","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","105.81","","","","2"
"2009","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","102.30","","","","2"
"2010","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","98.50","","","","2"
"2011","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","98.07","","","","2"
"2012","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","88.78","","","","2"
"2013","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","80.13","","","","2"
"2014","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","73.28","","","","2"
"2015","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","77.44","","","","2"
"2016","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","72.25","","","","2"
"2017","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","74.48","","","","2"
"2018","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","72.05","","","","2"
"2019","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","76.17","","","","2"
"2020","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","73.39","","","","2"
"2021","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","82.55","","","","2"
"2022","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","88.37","","","","2"
"2023","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","90.62","","","","2"
"2024","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","91.48","","","","2"
"1998","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","140.95","","","","2"
"1999","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","124.67","","","","2"
"2000","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","119.69","","","","2"
"2001","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","109.76","","","","2"
"2002","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","104.04","","","","2"
"2003","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","101.54","","","","2"
"2004","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","96.86","","","","2"
"2005","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","97.89","","","","2"
"2006","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","98.07","","","","2"
"2007","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","89.03","","","","2"
"2008","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","85.77","","","","2"
"2009","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","84.52","","","","2"
"2010","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","76.99","","","","2"
"2011","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","73.05","","","","2"
"2012","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","69.97","","","","2"
"2013","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","61.56","","","","2"
"2014","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","56.22","","","","2"
"2015","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","55.53","","","","2"
"2016","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","53.66","","","","2"
"2017","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","53.44","","","","2"
"2018","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","53.23","","","","2"
"2019","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","51.13","","","","2"
"2020","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","45.56","","","","2"
"2021","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","50.56","","","","2"
"2022","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","51.77","","","","2"
"2023","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","53.67","","","","2"
"2024","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","50.27","","","","2"
"1998","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"1999","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2000","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2001","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2002","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2003","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2004","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2005","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","0.00","","","","2"
"2006","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","0.00","","","","2"
"2007","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","0.00","","","","2"
"2008","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","0.00","","","","2"
"2009","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","0.00","","","","2"
"2010","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","0.00","","","","2"
"2011","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2012","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2013","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2014","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2015","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2016","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2017","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2018","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2019","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2020","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2021","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2022","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2023","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2024","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"1998","Montréal, Quebec [24462]","2021A003524462","Youth violent crime severity index","Index","160","units","0","v53079502","14.9","","..","","","2"
"1999","Montréal, Quebec [24462]","2021A003524462","Youth violent crime severity index","Index","160","units","0","v53079502","14.9","","..","","","2"
