"REF_DATE","GEO","DGUID","Release","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010-04-03","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","589","","","","0"
"2010-04-10","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","614","","","","0"
"2010-04-17","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","607","","","","0"
"2010-04-24","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","620","","","","0"
"2010-05-01","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","614","","","","0"
"2010-05-08","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","613","","","","0"
"2010-05-15","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","603","","","","0"
"2010-05-22","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","596","","","","0"
"2010-05-29","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","597","","","","0"
"2010-06-05","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","599","","","","0"
"2010-06-12","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","624","","","","0"
"2010-06-19","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","559","","","","0"
"2010-06-26","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","596","","","","0"
"2010-07-03","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","552","","","","0"
"2010-07-10","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","583","","","","0"
"2010-07-17","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","541","","","","0"
"2010-07-24","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","560","","","","0"
"2010-07-31","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","602","","","","0"
"2010-08-07","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","556","","","","0"
"2010-08-14","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","563","","","","0"
"2010-08-21","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","608","","","","0"
"2010-08-28","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","609","","","","0"
"2010-09-04","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","533","","","","0"
"2010-09-11","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","601","","","","0"
"2010-09-18","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","589","","","","0"
"2010-09-25","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","526","","","","0"
"2010-10-02","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","583","","","","0"
"2010-10-09","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","586","","","","0"
"2010-10-16","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","606","","","","0"
"2010-10-23","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","580","","","","0"
"2010-10-30","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","606","","","","0"
"2010-11-06","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","667","","","","0"
"2010-11-13","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","585","","","","0"
"2010-11-20","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","617","","","","0"
"2010-11-27","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","615","","","","0"
"2010-12-04","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","620","","","","0"
"2010-12-11","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","583","","","","0"
"2010-12-18","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","626","","","","0"
"2010-12-25","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","678","","","","0"
"2011-01-01","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","652","","","","0"
"2011-01-08","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","643","","","","0"
"2011-01-15","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","688","","","","0"
"2011-01-22","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","633","","","","0"
"2011-01-29","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","656","","","","0"
"2011-02-05","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","631","","","","0"
"2011-02-12","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","626","","","","0"
"2011-02-19","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","625","","","","0"
"2011-02-26","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","690","","","","0"
"2011-03-05","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","624","","","","0"
"2011-03-12","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","674","","","","0"
"2011-03-19","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","613","","","","0"
"2011-03-26","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","637","","","","0"
"2011-04-02","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","653","","","","0"
"2011-04-09","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","627","","","","0"
"2011-04-16","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","596","","","","0"
"2011-04-23","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","624","","","","0"
"2011-04-30","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","634","","","","0"
"2011-05-07","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","589","","","","0"
"2011-05-14","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","586","","","","0"
"2011-05-21","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","569","","","","0"
"2011-05-28","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","572","","","","0"
"2011-06-04","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","640","","","","0"
"2011-06-11","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","584","","","","0"
"2011-06-18","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","635","","","","0"
"2011-06-25","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","552","","","","0"
"2011-07-02","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","589","","","","0"
"2011-07-09","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","608","","","","0"
"2011-07-16","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","574","","","","0"
"2011-07-23","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","560","","","","0"
"2011-07-30","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","514","","","","0"
"2011-08-06","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","567","","","","0"
"2011-08-13","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","564","","","","0"
"2011-08-20","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","609","","","","0"
"2011-08-27","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","581","","","","0"
"2011-09-03","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","529","","","","0"
"2011-09-10","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","570","","","","0"
"2011-09-17","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","575","","","","0"
"2011-09-24","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","533","","","","0"
"2011-10-01","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","623","","","","0"
"2011-10-08","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","601","","","","0"
"2011-10-15","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","613","","","","0"
"2011-10-22","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","617","","","","0"
"2011-10-29","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","591","","","","0"
"2011-11-05","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","653","","","","0"
"2011-11-12","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","635","","","","0"
"2011-11-19","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","658","","","","0"
"2011-11-26","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","632","","","","0"
"2011-12-03","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","654","","","","0"
"2011-12-10","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","648","","","","0"
"2011-12-17","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","630","","","","0"
"2011-12-24","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","700","","","","0"
"2011-12-31","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","651","","","","0"
"2012-01-07","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","654","","","","0"
"2012-01-14","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","643","","","","0"
"2012-01-21","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","690","","","","0"
"2012-01-28","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","681","","","","0"
"2012-02-04","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","638","","","","0"
"2012-02-11","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","664","","","","0"
"2012-02-18","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","626","","","","0"
"2012-02-25","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","643","","","","0"
"2012-03-03","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","620","","","","0"
"2012-03-10","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","632","","","","0"
"2012-03-17","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","666","","","","0"
"2012-03-24","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","612","","","","0"
"2012-03-31","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","623","","","","0"
"2012-04-07","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","633","","","","0"
"2012-04-14","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","654","","","","0"
"2012-04-21","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","667","","","","0"
"2012-04-28","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","636","","","","0"
"2012-05-05","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","638","","","","0"
"2012-05-12","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","648","","","","0"
"2012-05-19","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","593","","","","0"
"2012-05-26","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","608","","","","0"
"2012-06-02","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","598","","","","0"
"2012-06-09","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","605","","","","0"
"2012-06-16","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","589","","","","0"
"2012-06-23","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","610","","","","0"
"2012-06-30","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","555","","","","0"
"2012-07-07","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","599","","","","0"
"2012-07-14","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","626","","","","0"
"2012-07-21","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","568","","","","0"
"2012-07-28","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","562","","","","0"
"2012-08-04","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","540","","","","0"
"2012-08-11","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","600","","","","0"
"2012-08-18","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","612","","","","0"
"2012-08-25","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","554","","","","0"
"2012-09-01","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","581","","","","0"
"2012-09-08","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","614","","","","0"
"2012-09-15","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","588","","","","0"
"2012-09-22","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","566","","","","0"
"2012-09-29","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","604","","","","0"
"2012-10-06","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","590","","","","0"
"2012-10-13","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","640","","","","0"
"2012-10-20","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","605","","","","0"
"2012-10-27","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","654","","","","0"
"2012-11-03","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","627","","","","0"
"2012-11-10","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","637","","","","0"
"2012-11-17","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","684","","","","0"
"2012-11-24","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","582","","","","0"
"2012-12-01","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","673","","","","0"
"2012-12-08","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","649","","","","0"
"2012-12-15","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","647","","","","0"
"2012-12-22","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","672","","","","0"
"2012-12-29","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","668","","","","0"
"2013-01-05","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","724","","","","0"
"2013-01-12","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","717","","","","0"
"2013-01-19","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","750","","","","0"
"2013-01-26","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","734","","","","0"
"2013-02-02","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","671","","","","0"
"2013-02-09","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","660","","","","0"
"2013-02-16","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","660","","","","0"
"2013-02-23","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","641","","","","0"
"2013-03-02","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","685","","","","0"
"2013-03-09","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","634","","","","0"
"2013-03-16","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","658","","","","0"
"2013-03-23","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","638","","","","0"
"2013-03-30","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","621","","","","0"
"2013-04-06","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","646","","","","0"
"2013-04-13","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","669","","","","0"
"2013-04-20","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","647","","","","0"
"2013-04-27","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","640","","","","0"
"2013-05-04","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","665","","","","0"
"2013-05-11","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","666","","","","0"
"2013-05-18","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","598","","","","0"
"2013-05-25","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","586","","","","0"
"2013-06-01","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","580","","","","0"
"2013-06-08","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","650","","","","0"
"2013-06-15","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","630","","","","0"
"2013-06-22","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","580","","","","0"
"2013-06-29","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","558","","","","0"
"2013-07-06","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","604","","","","0"
"2013-07-13","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","559","","","","0"
"2013-07-20","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","606","","","","0"
"2013-07-27","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","561","","","","0"
"2013-08-03","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","539","","","","0"
"2013-08-10","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","595","","","","0"
"2013-08-17","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","614","","","","0"
"2013-08-24","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","616","","","","0"
"2013-08-31","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","616","","","","0"
"2013-09-07","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","616","","","","0"
"2013-09-14","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","566","","","","0"
"2013-09-21","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","616","","","","0"
"2013-09-28","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","591","","","","0"
"2013-10-05","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","641","","","","0"
"2013-10-12","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","652","","","","0"
"2013-10-19","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","648","","","","0"
"2013-10-26","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","610","","","","0"
"2013-11-02","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","587","","","","0"
"2013-11-09","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","646","","","","0"
"2013-11-16","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","670","","","","0"
"2013-11-23","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","646","","","","0"
"2013-11-30","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","675","","","","0"
"2013-12-07","British Columbia, place of occurrence","2016A000259","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660943","11.36.1","606","","","","0"
