"REF_DATE","GEO","DGUID","Age at time of death","Sex","Leading causes of death (ICD-10)","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","45","","","","0"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","43","","","","0"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","45","","","","0"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","42","","","","0"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","45","","","","0"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","45","","","","0"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","45","","","","0"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","45","","","","0"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","45","","","","0"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","44","","","","0"
"2011","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","46","","","","0"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","45","","","","0"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","45","","","","0"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","47","","","","0"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","45","","","","0"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","44","","","","0"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","43","","","","0"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","46","","","","0"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","46","","","","0"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","44","","","","0"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","45","","","","0"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","46","","","","0"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Rank of leading causes of death","Number","223","units","0","v41341137","1.1.1.49.1","47","","","","0"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","0","","","","0"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","0","","","","0"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","1","","","","0"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","0","","","","0"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","1","","","","0"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","0","","","","0"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","0","","","","0"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","0","","","","0"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","1","","","","0"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","1","","","","0"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","2","","","","0"
"2011","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","0","","","","0"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","1","","","","0"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","0","","","","0"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","0","","","","0"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","0","","","","0"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","1","","","","0"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","1","","","","0"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","0","","","","0"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","0","","","","0"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","1","","","","0"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","1","","","","0"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","0","","","","0"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Number of deaths","Number","223","units","0","v41341138","1.1.1.49.2","0","","","","0"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2011","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Operations of war and their sequelae [Y36, Y89.1]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347498","1.1.1.49.4","0.0","","","","1"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","28","","","","0"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","29","","","","0"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","28","","","","0"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","29","","","","0"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","29","","","","0"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","29","","","","0"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","28","","","","0"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","29","","","","0"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","29","","","","0"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","29","","","","0"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","29","","","","0"
"2011","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","29","","","","0"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","29","","","","0"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","29","","","","0"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","29","","","","0"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","30","","","","0"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","29","","","","0"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","31","","","","0"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","28","","","","0"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","29","","","","0"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","31","","","","0"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","29","","","","0"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","28","","","","0"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Rank of leading causes of death","Number","223","units","0","v41341139","1.1.1.50.1","27","","","","0"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","169","","","","0"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","159","","","","0"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","225","","","","0"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","193","","","","0"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","176","","","","0"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","205","","","","0"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","212","","","","0"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","192","","","","0"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","218","","","","0"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","213","","","","0"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","159","","","","0"
"2011","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","175","","","","0"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","147","","","","0"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","134","","","","0"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","147","","","","0"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","144","","","","0"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","168","","","","0"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","128","","","","0"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","168","","","","0"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","162","","","","0"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","169","","","","0"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","211","","","","0"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","285","","","","0"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Number of deaths","Number","223","units","0","v41341140","1.1.1.50.2","309","","","","0"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.5","","","","1"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.5","","","","1"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.7","","","","1"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.6","","","","1"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.6","","","","1"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.6","","","","1"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.6","","","","1"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.6","","","","1"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.7","","","","1"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Complications of medical and surgical care [U12.9, Y40-Y84, Y88]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347500","1.1.1.50.4","0.6","","","","1"
