"REF_DATE","GEO","DGUID","Month of death","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","2543","","","","0"
"2006","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","2538","","","","0"
"2007","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","2603","","","","0"
"2008","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","2603","","","","0"
"2009","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","2599","","","","0"
"2010","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","2685","","","","0"
"2011","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","2605","","","","0"
"2012","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","2724","","","","0"
"2013","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","2715","","","","0"
"2014","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","2765","","","","0"
"2015","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","3024","","","","0"
"2016","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","2828","","","","0"
"2017","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","3059","","","","0"
"2018","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","3028","","","","0"
"2019","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","3269","","","","0"
"2020","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","3266","","","","0"
"2021","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","3468","","","","0"
"2022","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","3848","","","","0"
"2023","British Columbia, place of residence","2016A000259","Month of death, May","Number of deaths","Number","223","units","0","v21216600","11.6.1","3661","","","","0"
"1991","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","1916","","","","0"
"1992","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","1939","","","","0"
"1993","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","1896","","","","0"
"1994","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2054","","","","0"
"1995","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2019","","","","0"
"1996","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2134","","","","0"
"1997","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2143","","","","0"
"1998","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2068","","","","0"
"1999","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2185","","","","0"
"2000","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2236","","","","0"
"2001","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2227","","","","0"
"2002","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2180","","","","0"
"2003","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2232","","","","0"
"2004","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2375","","","","0"
"2005","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2301","","","","0"
"2006","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2398","","","","0"
"2007","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2445","","","","0"
"2008","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2483","","","","0"
"2009","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2380","","","","0"
"2010","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2530","","","","0"
"2011","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2545","","","","0"
"2012","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2537","","","","0"
"2013","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2595","","","","0"
"2014","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2582","","","","0"
"2015","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2742","","","","0"
"2016","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2830","","","","0"
"2017","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2897","","","","0"
"2018","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","3024","","","","0"
"2019","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","2918","","","","0"
"2020","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","3094","","","","0"
"2021","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","3965","","","","0"
"2022","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","3420","","","","0"
"2023","British Columbia, place of residence","2016A000259","Month of death, June","Number of deaths","Number","223","units","0","v21216602","11.7.1","3599","","","","0"
"1991","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","1806","","","","0"
"1992","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","1987","","","","0"
"1993","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","1940","","","","0"
"1994","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2130","","","","0"
"1995","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2141","","","","0"
"1996","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2127","","","","0"
"1997","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2121","","","","0"
"1998","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2205","","","","0"
"1999","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2229","","","","0"
"2000","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2140","","","","0"
"2001","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2276","","","","0"
"2002","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2324","","","","0"
"2003","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2328","","","","0"
"2004","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2483","","","","0"
"2005","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2375","","","","0"
"2006","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2472","","","","0"
"2007","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2579","","","","0"
"2008","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2510","","","","0"
"2009","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2636","","","","0"
"2010","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2511","","","","0"
"2011","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2497","","","","0"
"2012","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2576","","","","0"
"2013","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2539","","","","0"
"2014","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2647","","","","0"
"2015","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2756","","","","0"
"2016","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2899","","","","0"
"2017","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","3082","","","","0"
"2018","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","3174","","","","0"
"2019","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","2996","","","","0"
"2020","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","3254","","","","0"
"2021","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","3615","","","","0"
"2022","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","3665","","","","0"
"2023","British Columbia, place of residence","2016A000259","Month of death, July","Number of deaths","Number","223","units","0","v21216604","11.8.1","3520","","","","0"
"1991","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","1991","","","","0"
"1992","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","1978","","","","0"
"1993","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2047","","","","0"
"1994","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2045","","","","0"
"1995","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2153","","","","0"
"1996","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2056","","","","0"
"1997","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2169","","","","0"
"1998","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2190","","","","0"
"1999","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2174","","","","0"
"2000","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2230","","","","0"
"2001","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2285","","","","0"
"2002","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2332","","","","0"
"2003","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2334","","","","0"
"2004","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2337","","","","0"
"2005","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2338","","","","0"
"2006","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2417","","","","0"
"2007","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2473","","","","0"
"2008","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2575","","","","0"
"2009","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2612","","","","0"
"2010","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2549","","","","0"
"2011","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2538","","","","0"
"2012","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2584","","","","0"
"2013","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2661","","","","0"
"2014","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2704","","","","0"
"2015","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2815","","","","0"
"2016","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2909","","","","0"
"2017","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2946","","","","0"
"2018","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","2925","","","","0"
"2019","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","3097","","","","0"
"2020","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","3393","","","","0"
"2021","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","3550","","","","0"
"2022","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","3683","","","","0"
"2023","British Columbia, place of residence","2016A000259","Month of death, August","Number of deaths","Number","223","units","0","v21216606","11.9.1","3509","","","","0"
"1991","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","1814","","","","0"
"1992","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","1962","","","","0"
"1993","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","1962","","","","0"
"1994","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","1969","","","","0"
"1995","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","1937","","","","0"
"1996","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2122","","","","0"
"1997","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2123","","","","0"
"1998","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2147","","","","0"
"1999","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2125","","","","0"
"2000","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2137","","","","0"
"2001","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2230","","","","0"
"2002","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2198","","","","0"
"2003","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2310","","","","0"
"2004","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2403","","","","0"
"2005","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2394","","","","0"
"2006","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2374","","","","0"
"2007","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2511","","","","0"
"2008","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2479","","","","0"
"2009","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2426","","","","0"
"2010","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2401","","","","0"
"2011","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2463","","","","0"
"2012","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2520","","","","0"
"2013","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2578","","","","0"
"2014","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2706","","","","0"
"2015","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2793","","","","0"
"2016","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2871","","","","0"
"2017","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2898","","","","0"
"2018","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","3013","","","","0"
"2019","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","2939","","","","0"
"2020","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","3294","","","","0"
"2021","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","3716","","","","0"
"2022","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","3532","","","","0"
"2023","British Columbia, place of residence","2016A000259","Month of death, September","Number of deaths","Number","223","units","0","v21216608","11.10.1","3471","","","","0"
"1991","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2147","","","","0"
"1992","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2009","","","","0"
"1993","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2097","","","","0"
"1994","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2186","","","","0"
"1995","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2186","","","","0"
"1996","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2290","","","","0"
"1997","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2291","","","","0"
"1998","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2354","","","","0"
"1999","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2332","","","","0"
"2000","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2248","","","","0"
"2001","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2449","","","","0"
"2002","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2395","","","","0"
"2003","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2502","","","","0"
"2004","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2567","","","","0"
"2005","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2543","","","","0"
"2006","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2634","","","","0"
"2007","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2581","","","","0"
"2008","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2617","","","","0"
"2009","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2677","","","","0"
"2010","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2674","","","","0"
"2011","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2672","","","","0"
"2012","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2769","","","","0"
"2013","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2789","","","","0"
"2014","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","2956","","","","0"
"2015","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","3034","","","","0"
"2016","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","3213","","","","0"
"2017","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","3161","","","","0"
"2018","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","3293","","","","0"
"2019","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","3285","","","","0"
"2020","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","3456","","","","0"
"2021","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","4011","","","","0"
"2022","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","3784","","","","0"
"2023","British Columbia, place of residence","2016A000259","Month of death, October","Number of deaths","Number","223","units","0","v21216610","11.11.1","3892","","","","0"
"1991","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2033","","","","0"
"1992","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2113","","","","0"
"1993","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2101","","","","0"
"1994","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2196","","","","0"
"1995","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2207","","","","0"
"1996","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2249","","","","0"
"1997","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2254","","","","0"
"1998","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2157","","","","0"
"1999","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2293","","","","0"
"2000","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2257","","","","0"
"2001","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2272","","","","0"
"2002","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2387","","","","0"
"2003","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2491","","","","0"
"2004","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2476","","","","0"
"2005","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2458","","","","0"
"2006","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2515","","","","0"
"2007","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2565","","","","0"
"2008","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2645","","","","0"
"2009","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2663","","","","0"
"2010","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2620","","","","0"
"2011","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2795","","","","0"
"2012","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2748","","","","0"
"2013","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2813","","","","0"
"2014","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2898","","","","0"
"2015","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","2872","","","","0"
"2016","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","3122","","","","0"
"2017","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","3134","","","","0"
"2018","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","3147","","","","0"
"2019","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","3292","","","","0"
"2020","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","3672","","","","0"
"2021","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","3919","","","","0"
"2022","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","4025","","","","0"
"2023","British Columbia, place of residence","2016A000259","Month of death, November","Number of deaths","Number","223","units","0","v21216612","11.12.1","3853","","","","0"
