"REF_DATE","GEO","DGUID","Immigrant status","Labour force characteristics","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","25 to 54 years","Persons","249","thousands","3","v53040570","1.5.3.3.3","806.0","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","25 to 54 years","Persons","249","thousands","3","v53040570","1.5.3.3.3","809.9","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","25 to 54 years","Persons","249","thousands","3","v53040570","1.5.3.3.3","855.6","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","25 to 54 years","Persons","249","thousands","3","v53040570","1.5.3.3.3","858.2","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","25 to 54 years","Persons","249","thousands","3","v53040570","1.5.3.3.3","873.3","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","25 to 54 years","Persons","249","thousands","3","v53040570","1.5.3.3.3","940.2","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","25 to 54 years","Persons","249","thousands","3","v53040570","1.5.3.3.3","973.8","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","25 to 54 years","Persons","249","thousands","3","v53040570","1.5.3.3.3","978.9","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","25 to 54 years","Persons","249","thousands","3","v53040570","1.5.3.3.3","1032.5","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","25 to 54 years","Persons","249","thousands","3","v53040570","1.5.3.3.3","980.9","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","25 to 54 years","Persons","249","thousands","3","v53040570","1.5.3.3.3","1084.9","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","25 to 54 years","Persons","249","thousands","3","v53040570","1.5.3.3.3","1104.2","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","25 to 54 years","Persons","249","thousands","3","v53040570","1.5.3.3.3","1134.6","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","256.3","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","273.4","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","289.4","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","305.5","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","314.0","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","322.0","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","335.9","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","350.1","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","368.2","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","376.7","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","395.3","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","413.5","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","437.3","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","463.0","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","446.9","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","492.7","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","516.0","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Employment","Females","55 years and over","Persons","249","thousands","3","v53040571","1.5.3.3.4","540.8","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","1921.4","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","2017.5","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","1982.9","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","1951.6","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","1992.8","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","2079.5","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","2143.3","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","2207.4","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","2255.3","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","2344.0","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","2489.3","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","2560.9","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","2643.8","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","2775.2","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","2680.7","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","2910.0","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","2976.4","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040572","1.5.4.1.1","3123.3","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","69.9","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","68.4","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","67.7","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","63.6","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","58.8","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","65.4","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","60.9","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","59.6","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","56.6","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","57.7","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","70.7","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","67.7","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","81.6","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","87.5","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","75.6","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","90.8","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","89.1","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040573","1.5.4.1.2","93.7","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","1373.3","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","1427.9","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","1377.4","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","1350.7","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","1351.4","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","1436.3","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","1476.4","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","1527.1","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","1546.5","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","1591.2","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","1699.1","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","1751.0","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","1778.1","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","1849.9","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","1795.0","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","1930.1","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","1961.0","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040574","1.5.4.1.3","2031.4","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","478.2","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","521.2","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","537.8","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","537.3","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","582.7","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","577.8","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","606.0","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","620.7","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","652.3","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","695.2","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","719.6","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","742.3","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","784.1","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","837.7","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","810.1","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","889.0","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","926.3","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040575","1.5.4.1.4","998.1","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1104.1","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1151.4","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1124.6","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1080.5","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1129.5","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1158.8","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1217.0","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1235.5","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1260.9","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1318.2","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1391.5","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1421.7","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1472.6","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1536.1","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1500.3","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1594.3","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1637.5","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040576","1.5.4.2.1","1723.6","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","39.1","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","38.8","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","35.1","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","36.2","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","29.2","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","34.0","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","35.5","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","35.1","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","28.5","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","28.7","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","41.1","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","35.7","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","48.2","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","48.7","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","41.7","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","47.9","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","50.2","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040577","1.5.4.2.2","53.5","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","771.4","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","785.1","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","758.8","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","729.2","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","742.8","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","776.9","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","814.3","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","828.9","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","840.3","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","872.6","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","920.0","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","942.5","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","958.1","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","989.0","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","980.8","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","1027.7","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","1041.8","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040578","1.5.4.2.3","1084.3","","","","1"
