"marker","lg","cM"
"Lcu.2RBY.Chr6p401525470","LG6",50.48
"Lcu.2RBY.Chr6p402949629","LG6",51.9
"Lcu.2RBY.Chr6p403086504","LG6",52.85
"Lcu.2RBY.Chr6p403084513","LG6",53.79
"Lcu.2RBY.Chr6p403368657","LG6",54.74
"Lcu.2RBY.Chr6p403368705","LG6",55.22
"Lcu.2RBY.Chr6p403369487","LG6",56.18
"Lcu.2RBY.Chr6p406644238","LG6",57.21
"Lcu.2RBY.Chr6p406645187","LG6",58.81
"Lcu.2RBY.Chr6p406724040","LG6",61.78
"Lcu.2RBY.Chr6p406693898","LG6",65.5
"Lcu.2RBY.Chr6p407563806","LG6",67.56
"Lcu.2RBY.Chr6p406727142","LG6",68.55
"Lcu.2RBY.Chr6p406729370","LG6",70.61
"Lcu.2RBY.Chr6p406714857","LG6",76.98
"Lcu.2RBY.Chr6p233419335","LG6",93.57
"Lcu.2RBY.Chr6p233419317","LG6",96.7
"Lcu.2RBY.Chr6p233419308","LG6",97.29
"Lcu.2RBY.Chr6p233419302","LG6",99.19
"Lcu.2RBY.Chr6p233419296","LG6",100.44
"Lcu.2RBY.Chr6p233419280","LG6",101.74
"Lcu.2RBY.Chr6p233419263","LG6",103.09
"Lcu.2RBY.Chr6p233418874","LG6",106.22
"Lcu.2RBY.Chr6p233419247","LG6",109.25
"Lcu.2RBY.Chr6p390236901","LG6",113.36
"Lcu.2RBY.Chr6p399718394","LG6",125.35
"Lcu.2RBY.Chr6p399718392","LG6",126.45
"Lcu.2RBY.Chr6p399718386","LG6",126.95
"Lcu.2RBY.Chr6p399718376","LG6",127.44
"Lcu.2RBY.Chr6p395505430","LG6",134.74
"Lcu.2RBY.Chr6p395505432","LG6",135.36
"Lcu.2RBY.Chr6p395505414","LG6",138.69
"Lcu.2RBY.Chr6p395505397","LG6",140.19
"Lcu.2RBY.Chr6p395505390","LG6",141.54
"Lcu.2RBY.Chr6p395505388","LG6",142.19
"Lcu.2RBY.Chr6p395505371","LG6",145.71
"Lcu.2RBY.Chr6p395505368","LG6",146.4
"Lcu.2RBY.Chr6p395505315","LG6",147.83
"Lcu.2RBY.Chr6p395505189","LG6",152.13
"Lcu.2RBY.Chr6p395505173","LG6",153.26
"Lcu.2RBY.Chr6p395505169","LG6",154.86
"Lcu.2RBY.Chr6p395505365","LG6",158.49
"Lcu.2RBY.Chr6p224672988","LG6",162.66
"Lcu.2RBY.Chr6p139602340","LG6",169.71
"Lcu.2RBY.Chr5p125095842","LG6",174.99
"Lcu.2RBY.Chr6p112619748","LG6",185.13
"Lcu.2RBY.Chr6p222395319","LG6",191.41
"Lcu.2RBY.Chr6p112619913","LG6",201.79
"Lcu.2RBY.Chr6p112619928","LG6",203.35
"Lcu.2RBY.Chr6p112619937","LG6",204.06
"Lcu.2RBY.Chr6p406725885","LG6",219.96
"Lcu.2RBY.Chr6p406725962","LG6",224.14
"Lcu.2RBY.Chr6p409785913","LG6",231.89
"Lcu.2RBY.Chr6p409786006","LG6",234.01
"Lcu.2RBY.Chr6p409785952","LG6",234.68
"Lcu.2RBY.Chr6p409786066","LG6",237.58
"Lcu.2RBY.Chr6p409786047","LG6",238.18
"Lcu.2RBY.Chr6p418767304","LG6",244.98
"Lcu.2RBY.Chr6p418594166","LG6",245.45
"Lcu.2RBY.Chr6p418503273","LG6",245.91
"Lcu.2RBY.Chr6p418767346","LG6",246.85
"Lcu.2RBY.Chr6p418901715","LG6",247.8
"Lcu.2RBY.Chr6p418635252","LG6",248.76
"Lcu.2RBY.Chr6p418635249","LG6",249.22
"Lcu.2RBY.Chr6p418998016","LG6",250.68
"Lcu.2RBY.Chr6p419128034","LG6",251.63
"Lcu.2RBY.Chr6p419128166","LG6",252.09
"Lcu.2RBY.Chr6p419470856","LG6",253.49
"Lcu.2RBY.Chr6p419253440","LG6",254.43
"Lcu.2RBY.Chr6p419251912","LG6",254.89
"Lcu.2RBY.Chr6p419276252","LG6",255.83
"Lcu.2RBY.Chr6p418919355","LG6",257.3
"Lcu.2RBY.Chr6p418999180","LG6",258.26
"Lcu.2RBY.Chr6p418507201","LG6",259.21
"Lcu.2RBY.Chr6p418508083","LG6",260.16
"Lcu.2RBY.Chr6p418583184","LG6",261.12
"Lcu.2RBY.Chr6p406725304","LG6",266.44
"Lcu.2RBY.Chr6p406725229","LG6",269.43
"Lcu.2RBY.Chr6p406726008","LG6",279.74
"Lcu.2RBY.Chr6p406723352","LG6",282.21
"Lcu.2RBY.Chr6p406637809","LG6",283.83
"Lcu.2RBY.Chr6p406729918","LG6",285.39
"Lcu.2RBY.Chr6p404753637","LG6",285.88
"Lcu.2RBY.Chr6p406720813","LG6",288.13
"Lcu.2RBY.Chr6p406721746","LG6",289.96
"Lcu.2RBY.Chr6p408197835","LG6",291.68
"Lcu.2RBY.Chr6p409045906","LG6",292.17
"Lcu.2RBY.Chr6p408793776","LG6",292.65
"Lcu.2RBY.Chr6p408030501","LG6",294.14
"Lcu.2RBY.Chr6p408015910","LG6",295.13
"Lcu.2RBY.Chr6p407941255","LG6",296.71
"Lcu.2RBY.Chr6p406713875","LG6",300.7
"Lcu.2RBY.Chr6p405305371","LG6",303.48
"Lcu.2RBY.Chr6p405365487","LG6",304.55
"Lcu.2RBY.Chr6p403368883","LG6",305.58
"Lcu.2RBY.Chr6p403369446","LG6",306.55
"Lcu.2RBY.Chr6p403020852","LG6",307.03
"Lcu.2RBY.Chr6p402963680","LG6",307.5
"Lcu.2RBY.Chr6p400571188","LG6",309.46
"Lcu.2RBY.Chr6p400571043","LG6",310.41
"Lcu.2RBY.Chr6p399042164","LG6",311.85
"Lcu.2RBY.Chr6p399844957","LG6",312.81
"Lcu.2RBY.Chr6p398253118","LG6",313.75
"Lcu.2RBY.Chr6p398028853","LG6",314.7
"Lcu.2RBY.Chr6p397094636","LG6",315.65
"Lcu.2RBY.Chr6p397453320","LG6",316.12
"Lcu.2RBY.Chr6p396213694","LG6",317.07
"Lcu.2RBY.Chr6p396564822","LG6",318.02
"Lcu.2RBY.Chr6p396559178","LG6",319.47
"Lcu.2RBY.Chr6p395946870","LG6",320.41
"Lcu.2RBY.Chr6p395860098","LG6",321.36
"Lcu.2RBY.Chr6p395537777","LG6",324.4
"Lcu.2RBY.Chr6p395695642","LG6",326.4
"Lcu.2RBY.Chr6p395537718","LG6",327.85
"Lcu.2RBY.Chr6p395504579","LG6",329.28
"Lcu.2RBY.Chr6p395504606","LG6",330.73
"Lcu.2RBY.Chr6p395021233","LG6",332.2
"Lcu.2RBY.Chr6p395076637","LG6",333.76
"Lcu.2RBY.Chr6p394649311","LG6",335.32
"Lcu.2RBY.Chr6p393182051","LG6",336.28
"Lcu.2RBY.Chr6p394977931","LG6",337.74
"Lcu.2RBY.Chr6p395065366","LG6",338.68
"Lcu.2RBY.Chr6p395010631","LG6",340.14
"Lcu.2RBY.Chr6p394884712","LG6",341.61
"Lcu.2RBY.Chr6p393340270","LG6",343.59
"Lcu.2RBY.Chr6p393340525","LG6",345.05
"Lcu.2RBY.Chr6p395480719","LG6",346.01
"Lcu.2RBY.Chr6p395480757","LG6",346.48
"Lcu.2RBY.Chr6p395480612","LG6",347.45
"Lcu.2RBY.Chr6p395433134","LG6",348.41
"Lcu.2RBY.Chr6p395433091","LG6",349.37
"Lcu.2RBY.Chr6p395432969","LG6",350.32
"Lcu.2RBY.Chr6p395432982","LG6",350.79
"Lcu.2RBY.Chr6p394320345","LG6",352.75
"Lcu.2RBY.Chr6p390485386","LG6",353.24
"Lcu.2RBY.Chr6p391286855","LG6",353.73
"Lcu.2RBY.Chr6p390335488","LG6",354.21
"Lcu.2RBY.Chr6p391423141","LG6",355.19
"Lcu.2RBY.Chr6p391333668","LG6",356.15
"Lcu.2RBY.Chr6p390420162","LG6",356.63
"Lcu.2RBY.Chr6p391104564","LG6",357.6
"Lcu.2RBY.Chr6p392068694","LG6",359.06
"Lcu.2RBY.Chr6p389817988","LG6",360.51
"Lcu.2RBY.Chr6p391426118","LG6",361.48
"Lcu.2RBY.Chr6p388167197","LG6",364
"Lcu.2RBY.Chr6p388560851","LG6",365.93
"Lcu.2RBY.Chr6p388555859","LG6",366.88
"Lcu.2RBY.Chr6p388169387","LG6",368.88
"Lcu.2RBY.Chr6p388169756","LG6",369.85
"Lcu.2RBY.Chr6p387873934","LG6",370.32
"Lcu.2RBY.Chr6p388167121","LG6",371.31
"Lcu.2RBY.Chr6p388166035","LG6",372.28
"Lcu.2RBY.Chr6p388170083","LG6",373.23
"Lcu.2RBY.Chr6p388443425","LG6",374.17
"Lcu.2RBY.Chr6p387792694","LG6",375.12
"Lcu.2RBY.Chr6p387788596","LG6",375.6
"Lcu.2RBY.Chr6p382971245","LG6",377.07
"Lcu.2RBY.Chr6p383633430","LG6",378.04
"Lcu.2RBY.Chr6p380822996","LG6",379.02
"Lcu.2RBY.Chr6p381186957","LG6",379.5
"Lcu.2RBY.Chr6p381201952","LG6",380.44
"Lcu.2RBY.Chr6p381201108","LG6",381.39
"Lcu.2RBY.Chr6p381202736","LG6",382.36
"Lcu.2RBY.Chr6p381122333","LG6",383.83
"Lcu.2RBY.Chr6p379715853","LG6",385.92
"Lcu.2RBY.Chr6p372378915","LG6",388.12
"Lcu.2RBY.Chr6p371986327","LG6",389.18
"Lcu.2RBY.Chr6p372644348","LG6",389.69
"Lcu.2RBY.Chr6p372548737","LG6",390.69
"Lcu.2RBY.Chr6p374338772","LG6",391.19
"Lcu.2RBY.Chr6p374126287","LG6",392.19
"Lcu.2RBY.Chr6p374126407","LG6",393.15
"Lcu.2RBY.Chr6p374107840","LG6",394.15
"Lcu.2RBY.Chr6p374107815","LG6",394.63
"Lcu.2RBY.Chr6p374112610","LG6",395.12
"Lcu.2RBY.Chr6p374125352","LG6",395.67
"Lcu.2RBY.Chr6p373510822","LG6",396.22
"Lcu.2RBY.Chr6p372645320","LG6",396.71
"Lcu.2RBY.Chr6p372963339","LG6",397.72
"Lcu.2RBY.Chr6p376465019","LG6",399.3
"Lcu.2RBY.Chr6p376447368","LG6",400.29
"Lcu.2RBY.Chr6p373359501","LG6",401.29
"Lcu.2RBY.Chr6p376450569","LG6",401.79
"Lcu.2RBY.Chr6p377826567","LG6",402.78
"Lcu.2RBY.Chr6p376466001","LG6",403.27
"Lcu.2RBY.Chr6p377826339","LG6",403.76
"Lcu.2RBY.Chr6p376465898","LG6",404.23
"Lcu.2RBY.Chr6p372546711","LG6",405.71
"Lcu.2RBY.Chr6p372546773","LG6",406.18
"Lcu.2RBY.Chr6p372643460","LG6",409.41
"Lcu.2RBY.Chr6p372922291","LG6",412.19
"Lcu.2RBY.Chr6p373287911","LG6",413.27
"Lcu.2RBY.Chr6p368442675","LG6",414.8
"Lcu.2RBY.Chr6p370985483","LG6",415.29
"Lcu.2RBY.Chr6p368450996","LG6",415.79
"Lcu.2RBY.Chr6p368450978","LG6",416.28
"Lcu.2RBY.Chr6p368450950","LG6",417.26
"Lcu.2RBY.Chr6p370027586","LG6",418.21
"Lcu.2RBY.Chr6p368443288","LG6",419.18
"Lcu.2RBY.Chr6p370986566","LG6",420.19
"Lcu.2RBY.Chr6p369486955","LG6",421.2
"Lcu.2RBY.Chr6p366883052","LG6",423.87
"Lcu.2RBY.Chr6p374365672","LG6",427.28
"Lcu.2RBY.Chr6p372548840","LG6",427.81
"Lcu.2RBY.Chr6p372384538","LG6",428.31
"Lcu.2RBY.Chr6p374107876","LG6",430.31
"Lcu.2RBY.Chr6p370025602","LG6",431.8
"Lcu.2RBY.Chr6p369495158","LG6",432.8
"Lcu.2RBY.Chr6p371012007","LG6",433.8
"Lcu.2RBY.Chr6p371417699","LG6",435.31
"Lcu.2RBY.Chr6p372644120","LG6",436.83
"Lcu.2RBY.Chr6p372546347","LG6",438.83
"Lcu.2RBY.Chr6p372546372","LG6",439.81
"Lcu.2RBY.Chr6p375784700","LG6",442.88
"Lcu.2RBY.Chr6p375261029","LG6",444.32
"Lcu.2RBY.Chr6p372546043","LG6",445.78
"Lcu.2RBY.Chr6p372545713","LG6",446.77
"Lcu.2RBY.Chr6p372644870","LG6",448.33
"Lcu.2RBY.Chr6p374300683","LG6",448.86
"Lcu.2RBY.Chr6p366959786","LG6",449.89
"Lcu.2RBY.Chr6p365397711","LG6",450.88
"Lcu.2RBY.Chr6p369444887","LG6",452.86
"Lcu.2RBY.Chr6p365776779","LG6",454.86
"Lcu.2RBY.Chr6p366886630","LG6",456.36
"Lcu.2RBY.Chr6p371865853","LG6",458.91
"Lcu.2RBY.Chr6p364146794","LG6",460.91
"Lcu.2RBY.Chr6p363217421","LG6",461.89
"Lcu.2RBY.Chr6p364110479","LG6",463.43
"Lcu.2RBY.Chr6p364514912","LG6",464.96
"Lcu.2RBY.Chr6p363085418","LG6",466.41
"Lcu.2RBY.Chr6p362613849","LG6",467.9
"Lcu.2RBY.Chr6p362528058","LG6",469.45
"Lcu.2RBY.Chr6p360495587","LG6",471.53
"Lcu.2RBY.Chr6p360495497","LG6",473.55
"Lcu.2RBY.Chr6p360628038","LG6",475.57
"Lcu.2RBY.Chr6p360628140","LG6",477.61
"Lcu.2RBY.Chr6p360628183","LG6",478.1
"Lcu.2RBY.Chr6p361378222","LG6",480.32
"Lcu.2RBY.Chr6p360496075","LG6",483.1
"Lcu.2RBY.Chr6p361377910","LG6",484.74
"Lcu.2RBY.Chr6p360497057","LG6",486.93
"Lcu.2RBY.Chr6p360497141","LG6",488.45
"Lcu.2RBY.Chr6p359776244","LG6",490.58
"Lcu.2RBY.Chr6p361902190","LG6",494.99
"Lcu.2RBY.Chr6p358315024","LG6",500.06
"Lcu.2RBY.Chr6p358536910","LG6",502.08
"Lcu.2RBY.Chr6p358572428","LG6",502.56
"Lcu.2RBY.Chr6p358243005","LG6",504.19
"Lcu.2RBY.Chr6p358314956","LG6",505.81
"Lcu.2RBY.Chr6p356261851","LG6",507.39
"Lcu.2RBY.Chr6p356261627","LG6",507.88
"Lcu.2RBY.Chr6p355891087","LG6",508.34
"Lcu.2RBY.Chr6p355850566","LG6",509.32
"Lcu.2RBY.Chr6p358313916","LG6",511.48
"Lcu.2RBY.Chr6p358169055","LG6",513.11
"Lcu.2RBY.Chr6p357700093","LG6",514.12
"Lcu.2RBY.Chr6p357700166","LG6",515.56
"Lcu.2RBY.Chr6p358219843","LG6",517.58
"Lcu.2RBY.Chr6p358242894","LG6",520.33
"Lcu.2RBY.Chr6p313247331","LG6",546.18
"Lcu.2RBY.Chr6p314721536","LG6",552.54
"Lcu.2RBY.Chr6p313247771","LG6",553.57
"Lcu.2RBY.Chr6p313606606","LG6",561.53
"Lcu.2RBY.unitig4298p58636","LG6",581.71
"Lcu.2RBY.Chr6p312778160","LG6",591.15
"Lcu.2RBY.Chr6p312696665","LG6",592.25
"Lcu.2RBY.Chr6p312778856","LG6",592.77
"Lcu.2RBY.Chr6p312158304","LG6",594.95
"Lcu.2RBY.Chr6p311393224","LG6",596.58
"Lcu.2RBY.Chr6p301227038","LG6",598.88
"Lcu.2RBY.Chr6p291211978","LG6",604.13
"Lcu.2RBY.Chr6p315863865","LG6",613.39
"Lcu.2RBY.Chr6p319631402","LG6",615.24
"Lcu.2RBY.Chr6p319807876","LG6",618.93
"Lcu.2RBY.Chr6p301184386","LG6",630.01
"Lcu.2RBY.Chr6p298879155","LG6",632.21
"Lcu.2RBY.Chr6p298879920","LG6",633.23
"Lcu.2RBY.Chr6p293352127","LG6",633.71
"Lcu.2RBY.Chr6p293144260","LG6",634.22
"Lcu.2RBY.Chr6p298289070","LG6",634.73
"Lcu.2RBY.Chr6p296552394","LG6",636.79
"Lcu.2RBY.Chr6p293629115","LG6",641.12
"Lcu.2RBY.Chr6p293629171","LG6",641.67
"Lcu.2RBY.Chr6p283401607","LG6",644.45
"Lcu.2RBY.Chr6p281563728","LG6",645.43
"Lcu.2RBY.Chr6p281994424","LG6",646.39
"Lcu.2RBY.Chr6p282000508","LG6",646.88
"Lcu.2RBY.Chr6p282177586","LG6",648.38
"Lcu.2RBY.Chr6p284983092","LG6",649.91
"Lcu.2RBY.Chr6p283401460","LG6",651.91
"Lcu.2RBY.Chr6p282946277","LG6",652.38
"Lcu.2RBY.Chr6p285905288","LG6",652.89
"Lcu.2RBY.Chr6p291240982","LG6",653.91
"Lcu.2RBY.Chr6p293978746","LG6",655.39
"Lcu.2RBY.Chr6p293978820","LG6",655.89
"Lcu.2RBY.Chr6p294243769","LG6",656.93
"Lcu.2RBY.Chr6p293352971","LG6",658.98
"Lcu.2RBY.Chr6p293352336","LG6",661.18
"Lcu.2RBY.Chr6p287521382","LG6",665.45
"Lcu.2RBY.Chr6p292287634","LG6",666.53
"Lcu.2RBY.Chr6p292287656","LG6",667.02
"Lcu.2RBY.Chr6p293628977","LG6",667.53
"Lcu.2RBY.Chr6p299564034","LG6",669.14
"Lcu.2RBY.Chr6p299487369","LG6",670.17
"Lcu.2RBY.Chr6p298797642","LG6",671.21
"Lcu.2RBY.Chr6p299341790","LG6",672.26
"Lcu.2RBY.Chr6p299341877","LG6",673.29
"Lcu.2RBY.Chr6p299307902","LG6",674.31
"Lcu.2RBY.Chr6p299361821","LG6",674.31
"Lcu.2RBY.Chr6p302011204","LG6",675.43
"Lcu.2RBY.Chr6p306741321","LG6",676.46
"Lcu.2RBY.Chr6p308292091","LG6",677.48
"Lcu.2RBY.Chr6p301314261","LG6",678.47
"Lcu.2RBY.Chr6p301714885","LG6",679.99
"Lcu.2RBY.Chr6p303854068","LG6",684.6
"Lcu.2RBY.Chr6p303854737","LG6",690.04
"Lcu.2RBY.Chr6p306182205","LG6",691.62
"Lcu.2RBY.Chr6p306169481","LG6",693.82
"Lcu.2RBY.Chr6p311848731","LG6",695.47
"Lcu.2RBY.Chr6p306609489","LG6",697.1
"Lcu.2RBY.Chr6p301312719","LG6",698.14
"Lcu.2RBY.Chr6p306912652","LG6",699.19
"Lcu.2RBY.Chr6p303854873","LG6",701.94
"Lcu.2RBY.Chr6p303854799","LG6",702.98
"Lcu.2RBY.Chr6p306179470","LG6",706.21
"Lcu.2RBY.Chr6p299362121","LG6",710.87
"Lcu.2RBY.Chr6p298880226","LG6",713.68
"Lcu.2RBY.Chr6p295682551","LG6",715.21
"Lcu.2RBY.Chr6p293144010","LG6",716.28
"Lcu.2RBY.Chr6p297814674","LG6",716.82
"Lcu.2RBY.Chr6p297814711","LG6",717.34
"Lcu.2RBY.Chr6p297703746","LG6",718.42
"Lcu.2RBY.Chr6p291007367","LG6",718.95
"Lcu.2RBY.Chr6p287305432","LG6",719.99
"Lcu.2RBY.Chr6p287500589","LG6",720.49
"Lcu.2RBY.Chr6p291250292","LG6",721.46
"Lcu.2RBY.Chr6p291250315","LG6",721.93
"Lcu.2RBY.Chr6p296030277","LG6",722.98
"Lcu.2RBY.Chr6p296030707","LG6",724.66
"Lcu.2RBY.Chr6p293421528","LG6",726.41
"Lcu.2RBY.Chr6p293421538","LG6",726.92
"Lcu.2RBY.Chr6p296031082","LG6",730.01
"Lcu.2RBY.Chr6p296031133","LG6",731.66
"Lcu.2RBY.Chr6p296031439","LG6",733.41
"Lcu.2RBY.Chr6p277908921","LG6",736.39
"Lcu.2RBY.Chr6p277876732","LG6",737.9
"Lcu.2RBY.unitig3460p137445","LG6",738.89
"Lcu.2RBY.Chr6p268330239","LG6",739.88
"Lcu.2RBY.unitig3460p137592","LG6",744.64
"Lcu.2RBY.Chr6p268328182","LG6",749.39
"Lcu.2RBY.Chr6p267250802","LG6",750.9
"Lcu.2RBY.Chr6p257153370","LG6",751.92
"Lcu.2RBY.Chr6p262166203","LG6",753.44
"Lcu.2RBY.unitig2258p263740","LG6",754.4
"Lcu.2RBY.Chr6p258451754","LG6",755.41
"Lcu.2RBY.Chr6p258233049","LG6",756.44
"Lcu.2RBY.Chr6p265011544","LG6",758.59
"Lcu.2RBY.Chr6p266603184","LG6",760.22
"Lcu.2RBY.Chr6p265755548","LG6",761.79
"Lcu.2RBY.Chr6p265009605","LG6",763.37
"Lcu.2RBY.Chr6p268226083","LG6",764.95
"Lcu.2RBY.Chr6p250169964","LG6",765.98
"Lcu.2RBY.Chr6p255669557","LG6",768.64
"Lcu.2RBY.Chr6p255669581","LG6",769.65
"Lcu.2RBY.Chr6p259514353","LG6",771.92
"Lcu.2RBY.Chr6p258450893","LG6",774.8
"Lcu.2RBY.Chr6p278122247","LG6",780.75
"Lcu.2RBY.Chr6p278181643","LG6",784.93
"Lcu.2RBY.Chr6p277808970","LG6",786.47
"Lcu.2RBY.Chr6p274949972","LG6",787.51
"Lcu.2RBY.Chr6p271007495","LG6",789.05
"Lcu.2RBY.Chr6p248976197","LG6",790.64
"Lcu.2RBY.Chr6p248851886","LG6",791.71
"Lcu.2RBY.Chr6p257155383","LG6",792.73
"Lcu.2RBY.Chr6p265561182","LG6",794.34
"Lcu.2RBY.Chr6p264888148","LG6",795.4
"Lcu.2RBY.Chr6p268211465","LG6",796.38
"Lcu.2RBY.Chr6p268119999","LG6",796.87
"Lcu.2RBY.Chr6p269464087","LG6",798.56
"Lcu.2RBY.Chr6p269464332","LG6",800.27
"Lcu.2RBY.Chr6p270339029","LG6",801.95
"Lcu.2RBY.unitig3460p78332","LG6",802.94
"Lcu.2RBY.unitig3460p78357","LG6",803.41
"Lcu.2RBY.Chr6p268509440","LG6",804.42
"Lcu.2RBY.Chr6p278226788","LG6",805.96
"Lcu.2RBY.Chr6p278226775","LG6",806.43
"Lcu.2RBY.Chr6p279374002","LG6",807.88
"Lcu.2RBY.Chr6p279622288","LG6",808.36
"Lcu.2RBY.Chr6p281021795","LG6",808.85
"Lcu.2RBY.Chr6p281155317","LG6",809.35
"Lcu.2RBY.Chr6p279361223","LG6",810.87
"Lcu.2RBY.Chr6p279359601","LG6",811.84
"Lcu.2RBY.Chr6p258367008","LG6",813.42
"Lcu.2RBY.Chr6p257948558","LG6",814.46
"Lcu.2RBY.Chr6p249829391","LG6",814.98
"Lcu.2RBY.Chr6p244532166","LG6",815.48
"Lcu.2RBY.Chr6p241060105","LG6",815.97
"Lcu.2RBY.Chr6p241025892","LG6",816.47
"Lcu.2RBY.Chr6p225191600","LG6",817.46
"Lcu.2RBY.Chr6p211050864","LG6",817.96
"Lcu.2RBY.Chr6p211051666","LG6",818.47
"Lcu.2RBY.Chr6p211051696","LG6",818.97
"Lcu.2RBY.Chr6p209775194","LG6",819.5
"Lcu.2RBY.Chr6p211050337","LG6",820.53
"Lcu.2RBY.Chr6p207574371","LG6",821.57
"Lcu.2RBY.Chr6p207363332","LG6",823.24
"Lcu.2RBY.Chr6p238012283","LG6",825.49
"Lcu.2RBY.Chr6p236237144","LG6",827.6
"Lcu.2RBY.Chr6p167754686","LG6",831.95
"Lcu.2RBY.Chr6p168091220","LG6",833.59
"Lcu.2RBY.Chr6p168091277","LG6",834.12
"Lcu.2RBY.Chr6p169461906","LG6",835.68
"Lcu.2RBY.Chr6p167348042","LG6",836.7
"Lcu.2RBY.Chr6p168091810","LG6",837.7
"Lcu.2RBY.Chr6p165797930","LG6",838.64
"Lcu.2RBY.Chr6p165797921","LG6",839.1
"Lcu.2RBY.Chr6p166479258","LG6",839.59
"Lcu.2RBY.Chr6p165271417","LG6",840.14
"Lcu.2RBY.Chr6p145371920","LG6",840.71
"Lcu.2RBY.Chr6p166189699","LG6",841.24
"Lcu.2RBY.Chr6p140634606","LG6",842.91
"Lcu.2RBY.Chr6p73353700","LG6",845.09
"Lcu.2RBY.Chr6p42783380","LG6",846.54
"Lcu.2RBY.Chr6p33322106","LG6",847.47
"Lcu.2RBY.Chr6p33152164","LG6",847.93
"Lcu.2RBY.Chr6p32232243","LG6",848.39
"Lcu.2RBY.Chr6p31910052","LG6",848.85
"Lcu.2RBY.Chr6p31612049","LG6",849.31
"Lcu.2RBY.Chr6p31610206","LG6",849.78
"Lcu.2RBY.Chr6p31610264","LG6",850.25
"Lcu.2RBY.Chr6p30981771","LG6",851.2
"Lcu.2RBY.Chr6p31491722","LG6",851.67
"Lcu.2RBY.Chr6p34158953","LG6",852.13
"Lcu.2RBY.Chr6p34157944","LG6",853.08
"Lcu.2RBY.Chr6p33320235","LG6",854.03
"Lcu.2RBY.Chr6p33231453","LG6",854.97
"Lcu.2RBY.Chr6p33231409","LG6",855.43
"Lcu.2RBY.Chr6p33231427","LG6",855.89
"Lcu.2RBY.Chr6p45426603","LG6",858.83
"Lcu.2RBY.Chr6p45680322","LG6",861.78
"Lcu.2RBY.Chr6p49336294","LG6",863.19
"Lcu.2RBY.Chr6p34155773","LG6",864.13
"Lcu.2RBY.Chr6p45677121","LG6",865.55
"Lcu.2RBY.Chr6p45426313","LG6",868.98
"Lcu.2RBY.Chr6p45426450","LG6",871.39
"Lcu.2RBY.Chr6p64817908","LG6",873.33
"Lcu.2RBY.Chr6p65033137","LG6",874.28
"Lcu.2RBY.Chr6p65175105","LG6",875.71
"Lcu.2RBY.Chr6p45680688","LG6",877.6
"Lcu.2RBY.Chr6p64714037","LG6",879.51
"Lcu.2RBY.Chr6p66430610","LG6",880.98
"Lcu.2RBY.Chr6p46130515","LG6",882.46
"Lcu.2RBY.Chr6p42982642","LG6",883.42
"Lcu.2RBY.Chr6p82194474","LG6",885.88
"Lcu.2RBY.Chr6p82194460","LG6",886.81
"Lcu.2RBY.Chr6p76351060","LG6",888.23
"Lcu.2RBY.Chr6p65084934","LG6",888.69
"Lcu.2RBY.Chr6p65084689","LG6",889.65
"Lcu.2RBY.Chr6p65086828","LG6",890.11
"Lcu.2RBY.Chr6p46130150","LG6",890.57
"Lcu.2RBY.Chr6p46130173","LG6",891.04
"Lcu.2RBY.Chr6p43169278","LG6",892.47
"Lcu.2RBY.Chr6p45680365","LG6",892.94
"Lcu.2RBY.Chr6p42982015","LG6",893.41
"Lcu.2RBY.Chr6p45680618","LG6",894.36
"Lcu.2RBY.Chr6p42787308","LG6",894.83
"Lcu.2RBY.Chr6p45894035","LG6",895.77
"Lcu.2RBY.Chr6p42785014","LG6",897.18
"Lcu.2RBY.Chr6p45427125","LG6",900.59
"Lcu.2RBY.Chr6p52444530","LG6",903.47
"Lcu.2RBY.Chr6p42571950","LG6",904.9
"Lcu.2RBY.Chr6p39747774","LG6",906.33
"Lcu.2RBY.Chr6p42598164","LG6",907.27
"Lcu.2RBY.Chr6p45682109","LG6",908.2
"Lcu.2RBY.Chr6p46171280","LG6",914.55
"Lcu.2RBY.Chr6p46171262","LG6",915.02
"Lcu.2RBY.Chr6p45426768","LG6",921.37
"Lcu.2RBY.Chr6p33879548","LG6",922.3
"Lcu.2RBY.Chr6p31610452","LG6",923.7
"Lcu.2RBY.Chr6p28088648","LG6",926.09
"Lcu.2RBY.Chr6p28621951","LG6",926.55
"Lcu.2RBY.Chr6p28617857","LG6",927
"Lcu.2RBY.Chr6p28617855","LG6",927.46
"Lcu.2RBY.Chr6p28623154","LG6",927.93
"Lcu.2RBY.Chr6p31332682","LG6",929.85
"Lcu.2RBY.Chr6p33853169","LG6",930.79
"Lcu.2RBY.Chr6p33321327","LG6",931.72
"Lcu.2RBY.Chr6p32477640","LG6",934.13
"Lcu.2RBY.Chr6p31492098","LG6",936.54
"Lcu.2RBY.Chr6p31505039","LG6",937
"Lcu.2RBY.Chr6p31494730","LG6",937.95
"Lcu.2RBY.Chr6p43421529","LG6",940.5
"Lcu.2RBY.Chr6p82314582","LG6",942.53
"Lcu.2RBY.Chr6p89948424","LG6",947.18
"Lcu.2RBY.Chr6p92009759","LG6",951.83
"Lcu.2RBY.Chr6p91672148","LG6",952.3
"Lcu.2RBY.Chr6p89973889","LG6",952.78
"Lcu.2RBY.Chr6p124778916","LG6",953.75
"Lcu.2RBY.Chr6p114572927","LG6",954.23
