"REF_DATE","GEO","DGUID","Summary table","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","British Columbia","2016A000259","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944079","35.22","73","","","","0"
"2011","British Columbia","2016A000259","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944079","35.22","74","","","","0"
"2012","British Columbia","2016A000259","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944079","35.22","75","","","","0"
"2013","British Columbia","2016A000259","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944079","35.22","75","","","","0"
"2014","British Columbia","2016A000259","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944079","35.22","76","","","","0"
"2015","British Columbia","2016A000259","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944079","35.22","77","","","","0"
"2016","British Columbia","2016A000259","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944079","35.22","78","","","","0"
"2017","British Columbia","2016A000259","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944079","35.22","79","","","","0"
"2018","British Columbia","2016A000259","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944079","35.22","80","","","","0"
"2019","British Columbia","2016A000259","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944079","35.22","82","","","","0"
"2020","British Columbia","2016A000259","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944079","35.22","88","","","","0"
"2021","British Columbia","2016A000259","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944079","35.22","86","","","","0"
"2000","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","44","","","","0"
"2001","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","46","","","","0"
"2002","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","46","","","","0"
"2003","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","46","","","","0"
"2004","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","48","","","","0"
"2005","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","49","","","","0"
"2006","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","52","","","","0"
"2007","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","54","","","","0"
"2008","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","55","","","","0"
"2009","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","54","","","","0"
"2010","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","54","","","","0"
"2011","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","55","","","","0"
"2012","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","57","","","","0"
"2013","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","57","","","","0"
"2014","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","58","","","","0"
"2015","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","60","","","","0"
"2016","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","61","","","","0"
"2017","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","62","","","","0"
"2018","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","63","","","","0"
"2019","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","64","","","","0"
"2020","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","72","","","","0"
"2021","British Columbia","2016A000259","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944080","35.23","71","","","","0"
"2000","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","30","","","","0"
"2001","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","32","","","","0"
"2002","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","32","","","","0"
"2003","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","33","","","","0"
"2004","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","34","","","","0"
"2005","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","36","","","","0"
"2006","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","39","","","","0"
"2007","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","40","","","","0"
"2008","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","42","","","","0"
"2009","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","41","","","","0"
"2010","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","42","","","","0"
"2011","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","43","","","","0"
"2012","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","44","","","","0"
"2013","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","45","","","","0"
"2014","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","46","","","","0"
"2015","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","48","","","","0"
"2016","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","48","","","","0"
"2017","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","50","","","","0"
"2018","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","51","","","","0"
"2019","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","52","","","","0"
"2020","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","57","","","","0"
"2021","British Columbia","2016A000259","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944081","35.24","58","","","","0"
"2000","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","16","","","","0"
"2001","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","17","","","","0"
"2002","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","18","","","","0"
"2003","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","18","","","","0"
"2004","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","20","","","","0"
"2005","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","21","","","","0"
"2006","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","23","","","","0"
"2007","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","25","","","","0"
"2008","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","26","","","","0"
"2009","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","26","","","","0"
"2010","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","26","","","","0"
"2011","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","27","","","","0"
"2012","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","29","","","","0"
"2013","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","30","","","","0"
"2014","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","31","","","","0"
"2015","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","32","","","","0"
"2016","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","33","","","","0"
"2017","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","35","","","","0"
"2018","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","36","","","","0"
"2019","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","37","","","","0"
"2020","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","40","","","","0"
"2021","British Columbia","2016A000259","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944082","35.25","42","","","","0"
"2000","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","5","","","","0"
"2001","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","5","","","","0"
"2002","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","6","","","","0"
"2003","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","6","","","","0"
"2004","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","7","","","","0"
"2005","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","8","","","","0"
"2006","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","10","","","","0"
"2007","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","10","","","","0"
"2008","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","11","","","","0"
"2009","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","11","","","","0"
"2010","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","12","","","","0"
"2011","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","13","","","","0"
"2012","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","14","","","","0"
"2013","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","15","","","","0"
"2014","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","15","","","","0"
"2015","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","16","","","","0"
"2016","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","17","","","","0"
"2017","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","18","","","","0"
"2018","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","19","","","","0"
"2019","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","20","","","","0"
"2020","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","21","","","","0"
"2021","British Columbia","2016A000259","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16944083","35.26","23","","","","0"
"2000","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","2","","","","0"
"2001","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","2","","","","0"
"2002","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","3","","","","0"
"2003","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","3","","","","0"
"2004","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","3","","","","0"
"2005","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","4","","","","0"
"2006","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","4","","","","0"
"2007","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","5","","","","0"
"2008","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","5","","","","0"
"2009","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","5","","","","0"
"2010","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","5","","","","0"
"2011","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","6","","","","0"
"2012","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","7","","","","0"
"2013","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","7","","","","0"
"2014","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","8","","","","0"
"2015","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","8","","","","0"
"2016","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","8","","","","0"
"2017","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","9","","","","0"
"2018","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","10","","","","0"
"2019","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","10","","","","0"
"2020","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","11","","","","0"
"2021","British Columbia","2016A000259","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16944084","35.27","13","","","","0"
"2000","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","12","","","","0"
"2001","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","13","","","","0"
"2002","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","13","","","","0"
"2003","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","13","","","","0"
"2004","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","12","","","","0"
"2005","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","11","","","","0"
"2006","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","10","","","","0"
"2007","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","10","","","","0"
"2008","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","10","","","","0"
"2009","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","14","","","","0"
"2010","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","13","","","","0"
"2011","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","12","","","","0"
"2012","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","11","","","","0"
"2013","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","10","","","","0"
"2014","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","10","","","","0"
"2015","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","10","","","","0"
"2016","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","10","","","","0"
"2017","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","10","","","","0"
"2018","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","9","","","","0"
"2019","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","9","","","","0"
"2020","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","13","","","","0"
"2021","British Columbia","2016A000259","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16944093","35.36","15","","","","0"
"2000","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","69","","","","0"
"2001","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","71","","","","0"
"2002","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","72","","","","0"
"2003","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","72","","","","0"
"2004","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","75","","","","0"
"2005","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","76","","","","0"
"2006","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","78","","","","0"
"2007","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","80","","","","0"
"2008","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","81","","","","0"
"2009","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","82","","","","0"
"2010","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","83","","","","0"
"2011","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","84","","","","0"
"2012","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","84","","","","0"
"2013","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","84","","","","0"
"2014","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","85","","","","0"
"2015","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","85","","","","0"
"2016","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","86","","","","0"
"2017","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","87","","","","0"
"2018","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","88","","","","0"
"2019","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","88","","","","0"
"2020","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","92","","","","0"
"2021","Yukon","2016A000260","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16944202","38.22","91","","","","0"
"2000","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","51","","","","0"
"2001","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","55","","","","0"
"2002","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","56","","","","0"
"2003","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","56","","","","0"
"2004","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","57","","","","0"
"2005","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","59","","","","0"
"2006","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","62","","","","0"
"2007","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","65","","","","0"
"2008","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","66","","","","0"
"2009","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","66","","","","0"
"2010","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","68","","","","0"
"2011","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","69","","","","0"
"2012","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","70","","","","0"
"2013","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","70","","","","0"
"2014","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","71","","","","0"
"2015","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","71","","","","0"
"2016","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","72","","","","0"
"2017","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","73","","","","0"
"2018","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","75","","","","0"
"2019","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","75","","","","0"
"2020","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","80","","","","0"
"2021","Yukon","2016A000260","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16944203","38.23","81","","","","0"
"2000","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","38","","","","0"
"2001","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","41","","","","0"
"2002","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","42","","","","0"
"2003","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","42","","","","0"
"2004","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","44","","","","0"
"2005","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","46","","","","0"
"2006","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","49","","","","0"
"2007","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","52","","","","0"
"2008","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","53","","","","0"
"2009","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","54","","","","0"
"2010","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","55","","","","0"
"2011","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","57","","","","0"
"2012","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","58","","","","0"
"2013","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","59","","","","0"
"2014","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","60","","","","0"
"2015","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","60","","","","0"
"2016","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","61","","","","0"
"2017","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","62","","","","0"
"2018","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","64","","","","0"
"2019","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","64","","","","0"
"2020","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","69","","","","0"
"2021","Yukon","2016A000260","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16944204","38.24","71","","","","0"
"2000","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","22","","","","0"
"2001","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","24","","","","0"
"2002","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","25","","","","0"
"2003","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","26","","","","0"
"2004","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","28","","","","0"
"2005","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","30","","","","0"
"2006","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","33","","","","0"
"2007","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","36","","","","0"
"2008","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","38","","","","0"
"2009","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","38","","","","0"
"2010","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","39","","","","0"
"2011","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","41","","","","0"
"2012","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","43","","","","0"
"2013","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","44","","","","0"
"2014","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","45","","","","0"
"2015","Yukon","2016A000260","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16944205","38.25","45","","","","0"
